name,lat,lng,hour,day,available_spots,total_capacity
Select CITYWALK,28.528,77.218,20,5,263,350
Select CITYWALK,28.528,77.218,23,1,221,350
M Chinnaswamy Stadium,12.978,77.599,18,2,252,600
Gateway of India Parking,18.922,72.834,15,6,44,80
Select CITYWALK,28.528,77.218,16,5,200,350
City Centre Mall,26.152,91.776,12,3,50,120
M Chinnaswamy Stadium,12.978,77.599,12,2,309,600
Phoenix Marketcity,19.088,72.882,6,5,186,400
Gateway of India Parking,18.922,72.834,13,4,60,80
Guwahati Railway Station,26.181,91.75,3,1,161,300
City Centre Mall,26.152,91.776,1,1,67,120
City Centre Mall,26.152,91.776,11,5,7,120
City Centre Mall,26.152,91.776,4,5,7,120
Indira Gandhi Athletic Stadium,26.111,91.761,10,5,214,500
Chhatrapati Shivaji Terminus,18.94,72.835,11,1,118,150
UB City Mall,12.971,77.595,20,4,130,200
India Gate Parking,28.612,77.229,23,3,51,100
Chhatrapati Shivaji Terminus,18.94,72.835,12,5,98,150
Chhatrapati Shivaji Terminus,18.94,72.835,10,0,65,150
M Chinnaswamy Stadium,12.978,77.599,19,5,352,600
Select CITYWALK,28.528,77.218,15,3,264,350
Chhatrapati Shivaji Terminus,18.94,72.835,6,6,117,150
M Chinnaswamy Stadium,12.978,77.599,0,1,270,600
Connaught Place,28.631,77.219,13,6,100,200
UB City Mall,12.971,77.595,15,3,115,200
India Gate Parking,28.612,77.229,14,4,60,100
Chhatrapati Shivaji Terminus,18.94,72.835,3,0,95,150
Gateway of India Parking,18.922,72.834,11,5,48,80
Select CITYWALK,28.528,77.218,19,0,158,350
UB City Mall,12.971,77.595,12,1,159,200
Guwahati Railway Station,26.181,91.75,11,5,202,300
UB City Mall,12.971,77.595,20,0,104,200
Phoenix Marketcity,19.088,72.882,9,4,209,400
City Centre Mall,26.152,91.776,2,0,72,120
Select CITYWALK,28.528,77.218,20,2,178,350
Select CITYWALK,28.528,77.218,3,5,268,350
M Chinnaswamy Stadium,12.978,77.599,18,3,351,600
Chhatrapati Shivaji Terminus,18.94,72.835,15,0,99,150
M Chinnaswamy Stadium,12.978,77.599,11,6,287,600
City Centre Mall,26.152,91.776,15,1,74,120
Select CITYWALK,28.528,77.218,0,3,247,350
Connaught Place,28.631,77.219,1,5,124,200
UB City Mall,12.971,77.595,21,5,13,200
City Centre Mall,26.152,91.776,0,4,65,120
Chhatrapati Shivaji Terminus,18.94,72.835,15,0,103,150
Select CITYWALK,28.528,77.218,12,0,255,350
UB City Mall,12.971,77.595,14,2,141,200
UB City Mall,12.971,77.595,10,2,155,200
City Centre Mall,26.152,91.776,4,4,62,120
Chhatrapati Shivaji Terminus,18.94,72.835,6,2,86,150
Phoenix Marketcity,19.088,72.882,18,2,294,400
Connaught Place,28.631,77.219,10,0,138,200
M Chinnaswamy Stadium,12.978,77.599,15,4,343,600
City Centre Mall,26.152,91.776,10,4,90,120
Select CITYWALK,28.528,77.218,4,5,156,350
Gateway of India Parking,18.922,72.834,9,3,34,80
Chhatrapati Shivaji Terminus,18.94,72.835,12,1,67,150
Gateway of India Parking,18.922,72.834,20,5,54,80
Indira Gandhi Athletic Stadium,26.111,91.761,1,6,341,500
Chhatrapati Shivaji Terminus,18.94,72.835,3,4,114,150
Guwahati Railway Station,26.181,91.75,17,4,139,300
City Centre Mall,26.152,91.776,4,6,6,120
India Gate Parking,28.612,77.229,23,2,64,100
Indira Gandhi Athletic Stadium,26.111,91.761,16,4,252,500
Connaught Place,28.631,77.219,17,4,87,200
India Gate Parking,28.612,77.229,21,6,58,100
City Centre Mall,26.152,91.776,15,1,95,120
UB City Mall,12.971,77.595,22,6,34,200
Chhatrapati Shivaji Terminus,18.94,72.835,1,6,101,150
India Gate Parking,28.612,77.229,12,6,62,100
UB City Mall,12.971,77.595,14,2,146,200
India Gate Parking,28.612,77.229,10,4,44,100
Indira Gandhi Athletic Stadium,26.111,91.761,5,2,210,500
M Chinnaswamy Stadium,12.978,77.599,7,2,440,600
UB City Mall,12.971,77.595,11,4,99,200
M Chinnaswamy Stadium,12.978,77.599,10,3,352,600
UB City Mall,12.971,77.595,7,6,11,200
M Chinnaswamy Stadium,12.978,77.599,0,3,414,600
Chhatrapati Shivaji Terminus,18.94,72.835,12,0,87,150
M Chinnaswamy Stadium,12.978,77.599,9,6,303,600
UB City Mall,12.971,77.595,19,2,129,200
Gateway of India Parking,18.922,72.834,11,1,47,80
Gateway of India Parking,18.922,72.834,4,5,38,80
UB City Mall,12.971,77.595,15,1,115,200
India Gate Parking,28.612,77.229,18,0,73,100
Chhatrapati Shivaji Terminus,18.94,72.835,20,1,100,150
Phoenix Marketcity,19.088,72.882,12,5,181,400
Indira Gandhi Athletic Stadium,26.111,91.761,20,4,329,500
Select CITYWALK,28.528,77.218,21,5,164,350
Guwahati Railway Station,26.181,91.75,8,4,153,300
Select CITYWALK,28.528,77.218,9,3,240,350
Gateway of India Parking,18.922,72.834,8,2,51,80
Select CITYWALK,28.528,77.218,23,1,194,350
M Chinnaswamy Stadium,12.978,77.599,5,5,333,600
City Centre Mall,26.152,91.776,21,3,84,120
M Chinnaswamy Stadium,12.978,77.599,6,4,334,600
City Centre Mall,26.152,91.776,6,1,68,120
Guwahati Railway Station,26.181,91.75,18,2,178,300
UB City Mall,12.971,77.595,22,2,81,200
India Gate Parking,28.612,77.229,19,0,40,100
Connaught Place,28.631,77.219,4,0,112,200
Connaught Place,28.631,77.219,15,2,105,200
M Chinnaswamy Stadium,12.978,77.599,2,5,283,600
Guwahati Railway Station,26.181,91.75,19,1,184,300
Indira Gandhi Athletic Stadium,26.111,91.761,5,0,221,500
UB City Mall,12.971,77.595,7,3,129,200
Guwahati Railway Station,26.181,91.75,23,2,200,300
Phoenix Marketcity,19.088,72.882,13,1,258,400
Select CITYWALK,28.528,77.218,7,2,184,350
M Chinnaswamy Stadium,12.978,77.599,21,1,408,600
Phoenix Marketcity,19.088,72.882,8,2,215,400
Select CITYWALK,28.528,77.218,21,2,272,350
M Chinnaswamy Stadium,12.978,77.599,9,2,304,600
Gateway of India Parking,18.922,72.834,15,4,44,80
UB City Mall,12.971,77.595,17,1,136,200
Guwahati Railway Station,26.181,91.75,0,5,136,300
Select CITYWALK,28.528,77.218,11,4,233,350
City Centre Mall,26.152,91.776,23,3,94,120
Select CITYWALK,28.528,77.218,21,5,221,350
Select CITYWALK,28.528,77.218,4,2,170,350
Guwahati Railway Station,26.181,91.75,1,0,144,300
Guwahati Railway Station,26.181,91.75,21,3,204,300
M Chinnaswamy Stadium,12.978,77.599,23,2,359,600
M Chinnaswamy Stadium,12.978,77.599,19,5,262,600
Chhatrapati Shivaji Terminus,18.94,72.835,0,0,78,150
Guwahati Railway Station,26.181,91.75,19,1,149,300
M Chinnaswamy Stadium,12.978,77.599,21,2,453,600
UB City Mall,12.971,77.595,20,4,143,200
Guwahati Railway Station,26.181,91.75,18,2,137,300
India Gate Parking,28.612,77.229,19,6,43,100
Gateway of India Parking,18.922,72.834,20,4,58,80
M Chinnaswamy Stadium,12.978,77.599,12,3,289,600
Indira Gandhi Athletic Stadium,26.111,91.761,5,6,308,500
Select CITYWALK,28.528,77.218,20,0,260,350
M Chinnaswamy Stadium,12.978,77.599,11,2,408,600
M Chinnaswamy Stadium,12.978,77.599,19,0,388,600
City Centre Mall,26.152,91.776,3,3,49,120
India Gate Parking,28.612,77.229,22,5,57,100
Chhatrapati Shivaji Terminus,18.94,72.835,3,5,92,150
Chhatrapati Shivaji Terminus,18.94,72.835,23,0,102,150
Guwahati Railway Station,26.181,91.75,6,6,142,300
Select CITYWALK,28.528,77.218,18,2,221,350
Guwahati Railway Station,26.181,91.75,10,4,151,300
City Centre Mall,26.152,91.776,1,6,15,120
Chhatrapati Shivaji Terminus,18.94,72.835,23,0,72,150
Gateway of India Parking,18.922,72.834,10,2,45,80
Phoenix Marketcity,19.088,72.882,9,3,237,400
Select CITYWALK,28.528,77.218,7,5,235,350
UB City Mall,12.971,77.595,0,5,35,200
City Centre Mall,26.152,91.776,5,0,54,120
UB City Mall,12.971,77.595,6,5,36,200
Select CITYWALK,28.528,77.218,8,2,152,350
Phoenix Marketcity,19.088,72.882,17,3,166,400
UB City Mall,12.971,77.595,17,1,122,200
Indira Gandhi Athletic Stadium,26.111,91.761,23,1,205,500
City Centre Mall,26.152,91.776,5,4,70,120
Guwahati Railway Station,26.181,91.75,23,2,125,300
M Chinnaswamy Stadium,12.978,77.599,19,4,402,600
Select CITYWALK,28.528,77.218,7,0,169,350
Chhatrapati Shivaji Terminus,18.94,72.835,2,5,76,150
Indira Gandhi Athletic Stadium,26.111,91.761,1,6,217,500
UB City Mall,12.971,77.595,8,6,21,200
Phoenix Marketcity,19.088,72.882,5,3,167,400
M Chinnaswamy Stadium,12.978,77.599,13,4,241,600
UB City Mall,12.971,77.595,8,1,148,200
India Gate Parking,28.612,77.229,9,5,79,100
Guwahati Railway Station,26.181,91.75,10,6,225,300
City Centre Mall,26.152,91.776,19,6,13,120
Indira Gandhi Athletic Stadium,26.111,91.761,2,2,256,500
Guwahati Railway Station,26.181,91.75,12,6,124,300
Select CITYWALK,28.528,77.218,13,0,145,350
UB City Mall,12.971,77.595,0,3,155,200
Select CITYWALK,28.528,77.218,9,0,249,350
M Chinnaswamy Stadium,12.978,77.599,1,2,386,600
Guwahati Railway Station,26.181,91.75,14,4,192,300
UB City Mall,12.971,77.595,17,6,37,200
Indira Gandhi Athletic Stadium,26.111,91.761,12,1,280,500
UB City Mall,12.971,77.595,6,6,22,200
City Centre Mall,26.152,91.776,13,4,73,120
UB City Mall,12.971,77.595,2,1,130,200
Select CITYWALK,28.528,77.218,15,1,206,350
City Centre Mall,26.152,91.776,19,0,80,120
Select CITYWALK,28.528,77.218,7,5,183,350
UB City Mall,12.971,77.595,15,5,33,200
Gateway of India Parking,18.922,72.834,1,4,60,80
India Gate Parking,28.612,77.229,13,5,53,100
Gateway of India Parking,18.922,72.834,5,0,44,80
City Centre Mall,26.152,91.776,12,5,12,120
Guwahati Railway Station,26.181,91.75,15,4,216,300
Phoenix Marketcity,19.088,72.882,11,0,241,400
Select CITYWALK,28.528,77.218,21,4,169,350
India Gate Parking,28.612,77.229,15,1,62,100
Connaught Place,28.631,77.219,9,1,152,200
Guwahati Railway Station,26.181,91.75,22,6,191,300
India Gate Parking,28.612,77.229,16,4,48,100
Chhatrapati Shivaji Terminus,18.94,72.835,21,1,87,150
Select CITYWALK,28.528,77.218,22,2,271,350
Phoenix Marketcity,19.088,72.882,17,3,201,400
Gateway of India Parking,18.922,72.834,13,0,51,80
Phoenix Marketcity,19.088,72.882,0,0,203,400
Connaught Place,28.631,77.219,19,2,113,200
City Centre Mall,26.152,91.776,1,0,54,120
City Centre Mall,26.152,91.776,13,3,84,120
UB City Mall,12.971,77.595,15,2,112,200
Chhatrapati Shivaji Terminus,18.94,72.835,19,1,96,150
M Chinnaswamy Stadium,12.978,77.599,16,5,437,600
Select CITYWALK,28.528,77.218,1,1,240,350
UB City Mall,12.971,77.595,13,1,110,200
Indira Gandhi Athletic Stadium,26.111,91.761,4,1,390,500
UB City Mall,12.971,77.595,3,3,82,200
Connaught Place,28.631,77.219,6,1,127,200
M Chinnaswamy Stadium,12.978,77.599,14,2,428,600
Select CITYWALK,28.528,77.218,19,6,184,350
Indira Gandhi Athletic Stadium,26.111,91.761,9,4,269,500
Chhatrapati Shivaji Terminus,18.94,72.835,8,2,119,150
Chhatrapati Shivaji Terminus,18.94,72.835,10,5,107,150
Indira Gandhi Athletic Stadium,26.111,91.761,9,4,219,500
Phoenix Marketcity,19.088,72.882,19,6,264,400
M Chinnaswamy Stadium,12.978,77.599,7,6,447,600
Chhatrapati Shivaji Terminus,18.94,72.835,16,4,73,150
UB City Mall,12.971,77.595,7,5,16,200
Connaught Place,28.631,77.219,14,2,96,200
Gateway of India Parking,18.922,72.834,16,6,39,80
City Centre Mall,26.152,91.776,21,0,91,120
M Chinnaswamy Stadium,12.978,77.599,7,5,245,600
UB City Mall,12.971,77.595,16,3,136,200
Select CITYWALK,28.528,77.218,7,2,176,350
Gateway of India Parking,18.922,72.834,17,5,39,80
Select CITYWALK,28.528,77.218,22,3,155,350
Connaught Place,28.631,77.219,18,4,97,200
Indira Gandhi Athletic Stadium,26.111,91.761,8,2,253,500
Indira Gandhi Athletic Stadium,26.111,91.761,18,1,217,500
City Centre Mall,26.152,91.776,8,4,94,120
UB City Mall,12.971,77.595,5,4,82,200
M Chinnaswamy Stadium,12.978,77.599,1,2,267,600
Phoenix Marketcity,19.088,72.882,5,1,317,400
Guwahati Railway Station,26.181,91.75,15,6,122,300
Gateway of India Parking,18.922,72.834,0,4,54,80
Connaught Place,28.631,77.219,9,6,147,200
M Chinnaswamy Stadium,12.978,77.599,21,3,461,600
UB City Mall,12.971,77.595,18,1,149,200
Indira Gandhi Athletic Stadium,26.111,91.761,11,6,345,500
Phoenix Marketcity,19.088,72.882,20,4,201,400
Phoenix Marketcity,19.088,72.882,8,5,222,400
Chhatrapati Shivaji Terminus,18.94,72.835,18,5,63,150
Indira Gandhi Athletic Stadium,26.111,91.761,16,6,288,500
UB City Mall,12.971,77.595,16,0,126,200
Indira Gandhi Athletic Stadium,26.111,91.761,20,2,305,500
M Chinnaswamy Stadium,12.978,77.599,19,4,378,600
UB City Mall,12.971,77.595,15,6,34,200
Phoenix Marketcity,19.088,72.882,10,2,274,400
Gateway of India Parking,18.922,72.834,13,1,35,80
M Chinnaswamy Stadium,12.978,77.599,16,4,448,600
UB City Mall,12.971,77.595,10,2,150,200
M Chinnaswamy Stadium,12.978,77.599,15,4,354,600
Indira Gandhi Athletic Stadium,26.111,91.761,9,1,218,500
Phoenix Marketcity,19.088,72.882,16,6,301,400
Guwahati Railway Station,26.181,91.75,12,1,211,300
UB City Mall,12.971,77.595,20,1,159,200
Phoenix Marketcity,19.088,72.882,22,5,285,400
M Chinnaswamy Stadium,12.978,77.599,9,1,252,600
M Chinnaswamy Stadium,12.978,77.599,8,1,470,600
Phoenix Marketcity,19.088,72.882,5,5,229,400
Connaught Place,28.631,77.219,16,1,84,200
Gateway of India Parking,18.922,72.834,8,6,40,80
M Chinnaswamy Stadium,12.978,77.599,0,4,424,600
Phoenix Marketcity,19.088,72.882,22,2,252,400
UB City Mall,12.971,77.595,18,3,91,200
Gateway of India Parking,18.922,72.834,21,0,49,80
Gateway of India Parking,18.922,72.834,21,2,56,80
M Chinnaswamy Stadium,12.978,77.599,22,0,353,600
India Gate Parking,28.612,77.229,8,5,73,100
M Chinnaswamy Stadium,12.978,77.599,13,0,257,600
Phoenix Marketcity,19.088,72.882,17,1,202,400
India Gate Parking,28.612,77.229,13,1,66,100
Select CITYWALK,28.528,77.218,2,0,141,350
City Centre Mall,26.152,91.776,14,2,68,120
M Chinnaswamy Stadium,12.978,77.599,2,0,329,600
Guwahati Railway Station,26.181,91.75,12,6,135,300
M Chinnaswamy Stadium,12.978,77.599,23,6,292,600
M Chinnaswamy Stadium,12.978,77.599,14,3,388,600
Chhatrapati Shivaji Terminus,18.94,72.835,11,6,67,150
Chhatrapati Shivaji Terminus,18.94,72.835,16,0,104,150
M Chinnaswamy Stadium,12.978,77.599,19,2,398,600
Select CITYWALK,28.528,77.218,12,2,204,350
UB City Mall,12.971,77.595,0,2,82,200
India Gate Parking,28.612,77.229,15,6,52,100
UB City Mall,12.971,77.595,7,5,23,200
Phoenix Marketcity,19.088,72.882,12,1,223,400
Connaught Place,28.631,77.219,15,6,131,200
Gateway of India Parking,18.922,72.834,8,6,48,80
M Chinnaswamy Stadium,12.978,77.599,7,3,479,600
M Chinnaswamy Stadium,12.978,77.599,14,3,448,600
M Chinnaswamy Stadium,12.978,77.599,1,0,381,600
Select CITYWALK,28.528,77.218,0,6,243,350
Guwahati Railway Station,26.181,91.75,22,2,168,300
India Gate Parking,28.612,77.229,2,4,75,100
Guwahati Railway Station,26.181,91.75,13,3,142,300
UB City Mall,12.971,77.595,7,4,138,200
Phoenix Marketcity,19.088,72.882,3,3,289,400
Indira Gandhi Athletic Stadium,26.111,91.761,11,0,305,500
Connaught Place,28.631,77.219,17,6,141,200
Phoenix Marketcity,19.088,72.882,23,4,172,400
Guwahati Railway Station,26.181,91.75,20,4,188,300
UB City Mall,12.971,77.595,15,5,39,200
Phoenix Marketcity,19.088,72.882,2,4,312,400
Chhatrapati Shivaji Terminus,18.94,72.835,1,5,69,150
Connaught Place,28.631,77.219,12,6,88,200
Indira Gandhi Athletic Stadium,26.111,91.761,6,6,397,500
Select CITYWALK,28.528,77.218,10,3,276,350
Select CITYWALK,28.528,77.218,15,6,220,350
Gateway of India Parking,18.922,72.834,18,6,41,80
Indira Gandhi Athletic Stadium,26.111,91.761,4,0,356,500
City Centre Mall,26.152,91.776,5,2,77,120
Connaught Place,28.631,77.219,1,3,83,200
India Gate Parking,28.612,77.229,13,3,79,100
Phoenix Marketcity,19.088,72.882,5,3,217,400
M Chinnaswamy Stadium,12.978,77.599,14,4,424,600
India Gate Parking,28.612,77.229,8,1,67,100
Phoenix Marketcity,19.088,72.882,3,4,271,400
Indira Gandhi Athletic Stadium,26.111,91.761,1,3,252,500
Indira Gandhi Athletic Stadium,26.111,91.761,15,6,266,500
India Gate Parking,28.612,77.229,8,3,66,100
India Gate Parking,28.612,77.229,20,6,72,100
Select CITYWALK,28.528,77.218,14,6,173,350
India Gate Parking,28.612,77.229,21,1,40,100
Indira Gandhi Athletic Stadium,26.111,91.761,23,2,327,500
Connaught Place,28.631,77.219,17,1,145,200
M Chinnaswamy Stadium,12.978,77.599,9,2,404,600
M Chinnaswamy Stadium,12.978,77.599,4,5,263,600
Chhatrapati Shivaji Terminus,18.94,72.835,21,3,83,150
Chhatrapati Shivaji Terminus,18.94,72.835,19,3,105,150
Gateway of India Parking,18.922,72.834,20,4,36,80
Gateway of India Parking,18.922,72.834,1,2,42,80
Gateway of India Parking,18.922,72.834,11,5,60,80
City Centre Mall,26.152,91.776,1,5,10,120
UB City Mall,12.971,77.595,6,4,106,200
Chhatrapati Shivaji Terminus,18.94,72.835,21,3,60,150
Chhatrapati Shivaji Terminus,18.94,72.835,15,5,100,150
City Centre Mall,26.152,91.776,22,0,66,120
UB City Mall,12.971,77.595,18,5,18,200
City Centre Mall,26.152,91.776,4,6,23,120
Guwahati Railway Station,26.181,91.75,9,1,169,300
City Centre Mall,26.152,91.776,15,3,68,120
Select CITYWALK,28.528,77.218,21,3,279,350
Phoenix Marketcity,19.088,72.882,19,0,283,400
Gateway of India Parking,18.922,72.834,8,4,47,80
M Chinnaswamy Stadium,12.978,77.599,8,2,259,600
Gateway of India Parking,18.922,72.834,15,3,36,80
Connaught Place,28.631,77.219,17,5,115,200
India Gate Parking,28.612,77.229,4,1,70,100
Indira Gandhi Athletic Stadium,26.111,91.761,14,6,399,500
UB City Mall,12.971,77.595,20,2,103,200
UB City Mall,12.971,77.595,10,6,31,200
Gateway of India Parking,18.922,72.834,13,0,37,80
Select CITYWALK,28.528,77.218,16,4,201,350
M Chinnaswamy Stadium,12.978,77.599,18,5,358,600
Indira Gandhi Athletic Stadium,26.111,91.761,1,4,235,500
M Chinnaswamy Stadium,12.978,77.599,12,1,255,600
City Centre Mall,26.152,91.776,10,6,6,120
Gateway of India Parking,18.922,72.834,0,0,41,80
Select CITYWALK,28.528,77.218,9,6,279,350
M Chinnaswamy Stadium,12.978,77.599,8,0,455,600
Guwahati Railway Station,26.181,91.75,0,4,123,300
Indira Gandhi Athletic Stadium,26.111,91.761,11,0,269,500
M Chinnaswamy Stadium,12.978,77.599,17,5,427,600
Guwahati Railway Station,26.181,91.75,15,3,192,300
UB City Mall,12.971,77.595,19,2,159,200
City Centre Mall,26.152,91.776,6,1,78,120
UB City Mall,12.971,77.595,10,4,139,200
India Gate Parking,28.612,77.229,13,1,43,100
Indira Gandhi Athletic Stadium,26.111,91.761,5,2,250,500
M Chinnaswamy Stadium,12.978,77.599,2,2,302,600
City Centre Mall,26.152,91.776,23,1,67,120
City Centre Mall,26.152,91.776,13,1,80,120
M Chinnaswamy Stadium,12.978,77.599,8,0,319,600
UB City Mall,12.971,77.595,13,6,26,200
Chhatrapati Shivaji Terminus,18.94,72.835,6,6,107,150
Chhatrapati Shivaji Terminus,18.94,72.835,15,1,82,150
Indira Gandhi Athletic Stadium,26.111,91.761,21,1,392,500
M Chinnaswamy Stadium,12.978,77.599,14,0,318,600
Chhatrapati Shivaji Terminus,18.94,72.835,22,1,82,150
India Gate Parking,28.612,77.229,20,1,43,100
Indira Gandhi Athletic Stadium,26.111,91.761,15,5,308,500
Guwahati Railway Station,26.181,91.75,4,4,171,300
UB City Mall,12.971,77.595,4,4,96,200
Chhatrapati Shivaji Terminus,18.94,72.835,15,0,105,150
UB City Mall,12.971,77.595,20,5,31,200
Indira Gandhi Athletic Stadium,26.111,91.761,19,3,394,500
Gateway of India Parking,18.922,72.834,15,6,56,80
Gateway of India Parking,18.922,72.834,6,5,50,80
Chhatrapati Shivaji Terminus,18.94,72.835,4,3,105,150
Chhatrapati Shivaji Terminus,18.94,72.835,5,5,86,150
Select CITYWALK,28.528,77.218,12,4,264,350
M Chinnaswamy Stadium,12.978,77.599,14,2,312,600
Guwahati Railway Station,26.181,91.75,17,2,232,300
Phoenix Marketcity,19.088,72.882,15,3,238,400
Guwahati Railway Station,26.181,91.75,7,1,164,300
Indira Gandhi Athletic Stadium,26.111,91.761,8,5,240,500
City Centre Mall,26.152,91.776,5,6,10,120
Chhatrapati Shivaji Terminus,18.94,72.835,6,2,112,150
Connaught Place,28.631,77.219,3,1,110,200
Phoenix Marketcity,19.088,72.882,16,0,218,400
UB City Mall,12.971,77.595,12,4,131,200
Gateway of India Parking,18.922,72.834,9,4,33,80
Chhatrapati Shivaji Terminus,18.94,72.835,16,3,110,150
Phoenix Marketcity,19.088,72.882,15,1,260,400
Gateway of India Parking,18.922,72.834,7,5,40,80
Phoenix Marketcity,19.088,72.882,8,4,207,400
Phoenix Marketcity,19.088,72.882,12,5,167,400
Gateway of India Parking,18.922,72.834,20,2,36,80
Phoenix Marketcity,19.088,72.882,7,5,160,400
M Chinnaswamy Stadium,12.978,77.599,20,1,471,600
Phoenix Marketcity,19.088,72.882,13,0,194,400
Select CITYWALK,28.528,77.218,1,0,245,350
Gateway of India Parking,18.922,72.834,7,6,46,80
M Chinnaswamy Stadium,12.978,77.599,13,2,372,600
Chhatrapati Shivaji Terminus,18.94,72.835,5,5,88,150
India Gate Parking,28.612,77.229,3,2,73,100
Guwahati Railway Station,26.181,91.75,11,6,226,300
